,Unnamed: 0,ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,TMDB ID
4050,4050,4051,Dinosaur 13,2014,7+,65/100,0,1,0,0,0,249170
4052,4052,4053,We Are Freestyle Love Supreme,2020,18+,64/100,0,1,0,0,0,654999
4053,4053,4054,Blair Witch,2016,18+,64/100,0,1,0,0,0,351211
4054,4054,4055,The Rhythm Section,2020,18+,64/100,0,1,0,0,0,466622
4056,4056,4057,A Beautiful Planet,2016,all,64/100,0,1,0,0,0,365997
4060,4060,4061,Amazing Grace,2018,all,64/100,0,1,0,0,0,15163
4063,4063,4064,Luce,2019,18+,64/100,0,1,0,0,0,492616
4064,4064,4065,I Still Believe,2020,7+,64/100,0,1,0,0,0,585244
4067,4067,4068,Fear of Rain,2021,13+,64/100,0,1,0,0,0,599281
4068,4068,4069,Southbound,2015,18+,64/100,0,1,0,0,0,354251
4070,4070,4071,Lo and Behold: Reveries of the Connected World,2016,13+,64/100,0,1,0,0,0,360030
4071,4071,4072,The Queen of Versailles,2012,7+,64/100,0,1,0,0,0,84327
4073,4073,4074,Lords of Chaos,2018,18+,64/100,0,1,0,0,0,426249
4074,4074,4075,Playing It Cool,2014,18+,64/100,0,1,0,0,0,277547
4076,4076,4077,Sweet Virginia,2017,18+,64/100,0,1,0,0,0,413992
4077,4077,4078,Framing Britney Spears,2021,16+,64/100,0,1,0,0,0,801528
4078,4078,4079,Shirley,2020,18+,64/100,0,1,0,0,0,75788
4080,4080,4081,The Little Hours,2017,18+,64/100,0,1,0,0,0,411873
4082,4082,4083,Assassination Nation,2018,18+,64/100,0,1,0,0,0,446101
4084,4084,4085,They Came Together,2014,18+,64/100,0,1,0,0,0,180296
4085,4085,4086,Totally Under Control,2020,16+,64/100,0,1,0,0,0,741528
4086,4086,4087,31,2016,18+,64/100,0,1,1,0,0,187544
4087,4087,4088,Once Upon a Time in Venice,2017,18+,63/100,0,1,0,0,0,345915
4089,4089,4090,The Rewrite,2014,13+,63/100,0,1,0,0,0,289727
4090,4090,4091,Brian Banks,2019,13+,63/100,0,1,0,0,0,535845
4093,4093,4094,Hail Satan?,2019,18+,63/100,0,1,0,0,0,565719
4095,4095,4096,Little Fish,2021,16+,63/100,0,1,0,0,0,9993
4096,4096,4097,Aniara,2019,18+,63/100,0,1,0,0,0,217394
4098,4098,4099,Beach Rats,2017,18+,63/100,0,1,0,0,0,426238
4099,4099,4100,The Hero,2017,18+,63/100,0,1,1,0,0,174719
4100,4100,4101,The Trip to Greece,2021,13+,63/100,0,1,0,0,0,611179
4106,4106,4107,The Postcard Killings,2020,18+,63/100,0,1,0,0,0,449756
4108,4108,4109,High Strung,2016,all,63/100,0,1,1,0,0,22792
4110,4110,4111,Chappaquiddick,2018,13+,63/100,0,1,0,0,0,432301
4111,4111,4112,Angel of Mine,2019,18+,63/100,0,1,0,0,0,515741
4115,4115,4116,Southside with You,2016,13+,63/100,0,1,0,0,0,310888
4116,4116,4117,Band Aid,2017,18+,63/100,0,1,0,0,0,426230
4118,4118,4119,It's a Disaster,2013,18+,63/100,0,1,0,0,0,114779
4119,4119,4120,Moffie,2020,18+,63/100,0,1,0,0,0,618228
4126,4126,4127,The Keeping Room,2014,18+,62/100,0,1,1,0,0,284284
4128,4128,4129,Flower,2017,18+,62/100,0,1,0,0,0,220051
4129,4129,4130,Villains,2019,18+,62/100,0,1,0,0,0,306238
4131,4131,4132,The Kid,2019,18+,62/100,0,1,0,1,0,4244
4133,4133,4134,The Beach Bum,2019,18+,62/100,0,1,0,0,0,441384
4134,4134,4135,2067,2020,16+,62/100,0,1,0,0,0,528085
4136,4136,4137,Daphne,2017,18+,62/100,0,1,0,0,0,204477
4138,4138,4139,Tragedy Girls,2017,18+,62/100,0,1,0,0,0,413857
4139,4139,4140,The Man Who Killed Hitler and Then the Bigfoot,2019,18+,62/100,0,1,0,0,0,530081
4140,4140,4141,Vox Lux,2018,18+,62/100,0,1,0,0,0,429202
4142,4142,4143,The Binge,2020,18+,62/100,0,1,0,0,0,647265
4144,4144,4145,MLK/FBI,2021,7+,62/100,0,1,0,0,0,728868
4146,4146,4147,Support the Girls,2018,18+,62/100,0,1,0,0,0,456086
4149,4149,4150,Middle School: The Worst Years of My Life,2016,7+,62/100,0,1,0,0,0,369883
4152,4152,4153,One for the Money,2012,13+,62/100,0,1,0,0,0,54054
4153,4153,4154,kid 90,2021,13+,62/100,0,1,0,0,0,795859
4155,4155,4156,The Courier,2019,18+,61/100,0,1,0,0,0,48511
4156,4156,4157,The Festival,2018,18+,61/100,0,1,0,0,0,502385
4157,4157,4158,Here to be Heard: The Story of The Slits,2018,13+,61/100,0,1,0,0,0,473343
4158,4158,4159,68 Kill,2018,18+,61/100,0,1,0,0,0,367462
4161,4161,4162,And So It Goes,2014,13+,61/100,0,1,1,0,0,253235
4163,4163,4164,Batman & Bill,2017,16+,61/100,0,1,0,0,0,456348
4164,4164,4165,The Tax Collector,2020,18+,61/100,0,1,0,0,0,531499
4170,4170,4171,WeWork: or The Making and Breaking of a $47 Billion Unicorn,2021,13+,61/100,0,1,0,0,0,795622
4172,4172,4173,Ode to Joy,2019,18+,61/100,0,1,0,0,0,501989
4173,4173,4174,The China Hustle,2018,18+,61/100,0,1,0,0,0,474753
4178,4178,4179,The Cave,2019,13+,61/100,0,1,0,0,0,9042
4179,4179,4180,Time Freak,2018,13+,61/100,0,1,0,0,0,92968
4180,4180,4181,Eliminators,2016,18+,61/100,0,1,0,0,0,47822
4181,4181,4182,Wild Mountain Thyme,2020,13+,61/100,0,1,0,0,0,628333
4182,4182,4183,Save Yourselves!,2020,18+,61/100,0,1,0,0,0,653569
4183,4183,4184,Spinning Man,2018,18+,61/100,0,1,0,0,0,458109
4185,4185,4186,Skate Kitchen,2018,18+,60/100,0,1,0,0,0,491474
4187,4187,4188,Margarita with a Straw,2015,13+,60/100,0,1,0,0,0,287499
4195,4195,4196,Clemency,2019,18+,60/100,0,1,0,0,0,565307
4197,4197,4198,The Haunting in Connecticut 2: Ghosts of Georgia,2013,18+,60/100,0,1,0,0,0,150202
4198,4198,4199,Books of Blood,2020,18+,60/100,0,1,0,0,0,715123
4199,4199,4200,The Secret Garden,2020,7+,60/100,0,1,0,0,0,11236
4201,4201,4202,Waiting for the Barbarians,2019,16+,60/100,0,1,0,0,0,505707
4203,4203,4204,Teen Spirit,2019,13+,60/100,0,1,0,1,0,73108
4204,4204,4205,Ordinary Love,2019,18+,60/100,0,1,0,0,0,588787
4205,4205,4206,Dog Days,2018,7+,60/100,0,1,0,0,0,184404
4206,4206,4207,The Miracle Season,2018,7+,60/100,0,1,0,0,0,425373
4208,4208,4209,Too Funny to Fail: The Life & Death of The Dana Carvey Show,2017,18+,60/100,0,1,0,0,0,482004
4210,4210,4211,Rams,2020,13+,60/100,0,1,0,0,0,510243
4214,4214,4215,Primal,2019,18+,60/100,0,1,0,0,0,49958
4217,4217,4218,Grand Isle,2019,18+,59/100,0,1,0,0,0,170399
4220,4220,4221,Little Woods,2019,18+,59/100,0,1,0,0,0,451918
4221,4221,4222,The Layover,2017,18+,59/100,0,1,0,0,0,339404
4223,4223,4224,Tesla,2020,13+,59/100,0,1,0,0,0,100249
4224,4224,4225,Running with the Devil,2019,18+,59/100,0,1,0,0,0,523077
4225,4225,4226,You Cannot Kill David Arquette,2020,18+,59/100,0,1,0,0,0,672035
4226,4226,4227,100% Wolf,2020,7+,59/100,0,1,0,0,0,520946
4231,4231,4232,Overdrive,2017,13+,59/100,0,1,0,0,0,223273
4234,4234,4235,Priceless,2016,13+,59/100,0,1,0,0,0,285823
4235,4235,4236,False Positive,2021,18+,59/100,0,1,0,0,0,591634
4238,4238,4239,The Doorman,2020,18+,59/100,0,1,0,0,0,278796
4239,4239,4240,Almost Adults,2016,16+,59/100,0,1,0,0,0,357424
4240,4240,4241,The Final Member,2012,18+,59/100,0,1,0,0,0,125414
4248,4248,4249,Bull,2020,18+,58/100,0,1,0,0,0,58590
4253,4253,4254,The Fight,2020,13+,58/100,0,1,0,0,0,340116
4257,4257,4258,Sold,2016,13+,58/100,0,1,0,0,0,234343
4260,4260,4261,Crypto,2019,18+,58/100,0,1,0,0,0,567733
4265,4265,4266,The Panama Papers,2018,13+,58/100,0,1,0,0,0,551653
4268,4268,4269,The 10 Year Plan,2014,13+,58/100,0,1,0,0,0,267463
4269,4269,4270,A Kind of Murder,2016,18+,58/100,0,1,0,0,0,305943
4270,4270,4271,Suburban Gothic,2014,18+,58/100,0,1,0,0,0,277688
4271,4271,4272,The Hornet's Nest,2014,18+,58/100,0,1,1,0,0,139452
4274,4274,4275,The Other Lamb,2020,18+,58/100,0,1,0,0,0,617786
4276,4276,4277,Ozzy,2016,all,58/100,0,1,0,0,0,411221
4277,4277,4278,Once Were Brothers: Robbie Robertson and The Band,2020,18+,58/100,0,1,0,0,0,617771
4280,4280,4281,Digging for Fire,2015,18+,58/100,0,1,0,0,0,295490
4283,4283,4284,Good Deeds,2012,13+,57/100,0,1,0,0,0,62008
4284,4284,4285,The Face of Love,2013,13+,57/100,0,1,0,0,0,214086
4285,4285,4286,Stonewall,2015,18+,57/100,0,1,0,0,0,28628
4286,4286,4287,Nurse 3-D,2013,18+,57/100,0,1,0,0,0,78383
4287,4287,4288,Hello I Must Be Going,2012,18+,57/100,0,1,0,0,0,84281
4288,4288,4289,Ma Ma,2015,18+,57/100,0,1,0,0,0,280840
4290,4290,4291,Henry Gamble's Birthday Party,2015,18+,57/100,0,1,0,0,0,339739
4293,4293,4294,100 Streets,2016,18+,57/100,0,1,1,0,0,334532
4295,4295,4296,Body Cam,2020,18+,57/100,0,1,0,0,0,513268
4297,4297,4298,Where Hope Grows,2014,13+,57/100,0,1,0,0,0,243352
4299,4299,4300,Buddy Games,2021,18+,57/100,0,1,0,0,0,472815
4300,4300,4301,Gundala,2019,16+,57/100,0,1,0,0,0,516700
4301,4301,4302,XX,2017,18+,57/100,0,1,0,0,0,168177
4302,4302,4303,Rebuilding Paradise,2020,13+,57/100,0,1,0,0,0,653751
4307,4307,4308,Valley Girl,2020,13+,57/100,0,1,0,0,0,19053
4308,4308,4309,The Feels,2017,18+,57/100,0,1,0,0,0,459225
4312,4312,4313,Rogue,2020,18+,57/100,0,1,0,0,0,13022
4316,4316,4317,Damsel,2018,18+,57/100,0,1,0,0,0,328941
4317,4317,4318,I Declare War,2013,18+,57/100,0,1,0,0,0,128081
4320,4320,4321,Superpower Dogs,2019,all,56/100,0,1,0,0,0,577721
4323,4323,4324,The First Monday in May,2016,13+,56/100,0,1,0,0,0,384573
4334,4334,4335,Monsters and Men,2018,18+,56/100,0,1,0,0,0,489934
4335,4335,4336,Sea of Shadows,2019,13+,56/100,0,1,0,0,0,566219
4336,4336,4337,Bad Reputation,2018,18+,56/100,0,1,0,0,0,46113
4340,4340,4341,Getaway,2013,13+,56/100,0,1,1,0,0,146227
4341,4341,4342,A Nice Girl Like You,2020,18+,56/100,0,1,0,0,0,718840
4342,4342,4343,Vault,2019,18+,56/100,0,1,0,0,0,366457
4349,4349,4350,Dark Web: Cicada 3301,2021,18+,56/100,0,1,0,0,0,791469
4352,4352,4353,Gemini,2017,18+,55/100,0,1,0,0,0,69664
4357,4357,4358,Amulet,2020,18+,55/100,0,1,0,0,0,653615
4362,4362,4363,Kindergarten Cop 2,2016,13+,55/100,0,1,0,0,0,383121
4363,4363,4364,Donnybrook,2019,18+,55/100,0,1,0,0,0,504599
4365,4365,4366,An Acceptable Loss,2019,18+,55/100,0,1,0,0,0,553882
4366,4366,4367,Take Every Wave: The Life of Laird Hamilton,2018,7+,55/100,0,1,0,0,0,433059
4367,4367,4368,Notturno,2020,18+,55/100,0,1,0,0,0,128581
4369,4369,4370,The Female Brain,2018,16+,55/100,0,1,0,0,0,406668
4376,4376,4377,Legion of Brothers,2017,16+,55/100,0,1,0,0,0,433054
4379,4379,4380,Wander Darkly,2020,18+,55/100,0,1,0,0,0,540023
4380,4380,4381,Wounds,2019,18+,55/100,0,1,0,0,0,505423
4381,4381,4382,Hooking Up,2020,18+,55/100,0,1,0,0,0,20983
4382,4382,4383,Wolves,2016,18+,55/100,0,1,0,0,0,15564
4383,4383,4384,"Nico, 1988",2017,18+,55/100,0,1,0,0,0,473262
4385,4385,4386,Follow Me,2020,18+,55/100,0,1,0,0,0,46506
4387,4387,4388,The Tomorrow Man,2019,13+,54/100,0,1,0,0,0,116298
4390,4390,4391,Wild Nights with Emily,2018,13+,54/100,0,1,0,0,0,502147
4392,4392,4393,R.L. Stine's Monsterville: The Cabinet of Souls,2015,7+,54/100,0,1,0,0,0,362105
4396,4396,4397,Journey to the South Pacific,2013,all,54/100,0,1,0,0,0,224905
4397,4397,4398,The Dinner,2017,18+,54/100,0,1,0,0,0,401546
4400,4400,4401,The Ultimate Playlist of Noise,2021,18+,54/100,0,1,0,0,0,776884
4408,4408,4409,The Night Watchmen,2017,18+,54/100,0,1,0,0,0,398798
4413,4413,4414,We Die Young,2019,18+,54/100,0,1,0,0,0,538207
4414,4414,4415,Killers Anonymous,2019,18+,54/100,0,1,0,0,0,535265
4416,4416,4417,Intersect,2020,18+,53/100,0,1,0,0,0,386095
4418,4418,4419,Legends of Oz: Dorothy's Return,2014,7+,53/100,0,1,0,0,0,59981
4419,4419,4420,Mary,2019,18+,53/100,0,1,0,0,0,64942
4425,4425,4426,Lucky Day,2019,18+,53/100,0,1,0,0,0,137300
4427,4427,4428,The Boy Downstairs,2018,13+,53/100,0,1,0,0,0,449848
4430,4430,4431,The Big Ugly,2020,18+,53/100,0,1,0,0,0,714521
4431,4431,4432,The Roads Not Taken,2020,18+,53/100,0,1,0,0,0,567714
4434,4434,4435,Dragonheart: Battle for the Heartfire,2017,13+,53/100,0,1,0,0,0,451644
4437,4437,4438,69: The Saga of Danny Hernandez,2021,18+,53/100,0,1,0,0,0,765057
4442,4442,4443,It Had to Be You,2016,18+,53/100,0,1,1,0,0,44388
4445,4445,4446,Mister America,2019,18+,53/100,0,1,0,0,0,612502
4449,4449,4450,Mass Effect: Paragon Lost,2012,7+,52/100,0,1,0,0,0,119685
4453,4453,4454,This Mountain Life,2018,7+,52/100,0,1,0,0,0,520759
4459,4459,4460,The Hug,2018,13+,52/100,0,1,0,0,0,426683
4460,4460,4461,A Crooked Somebody,2018,18+,52/100,0,1,0,0,0,435036
4461,4461,4462,I Do... Until I Don't,2017,18+,52/100,0,1,0,0,0,395474
4462,4462,4463,Beneath the Darkness,2012,18+,52/100,0,1,1,0,0,78461
4464,4464,4465,Toni Morrison: The Pieces I Am,2019,13+,52/100,0,1,0,0,0,566235
4465,4465,4466,Backtrace,2018,18+,52/100,0,1,0,0,0,512412
4469,4469,4470,Behind You,2020,18+,52/100,0,1,0,0,0,684139
4470,4470,4471,Cruise,2018,18+,52/100,0,1,0,0,0,365240
4471,4471,4472,Run the Race,2019,7+,52/100,0,1,0,0,0,507990
4473,4473,4474,Daphne & Velma,2018,all,52/100,0,1,0,0,0,489939
4476,4476,4477,Dr. Bird's Advice for Sad Poets,2021,18+,51/100,0,1,0,0,0,533705
4479,4479,4480,In Search of Greatness,2018,13+,51/100,0,1,0,0,0,546565
4483,4483,4484,Pooka Lives!,2020,18+,51/100,0,1,0,0,0,686684
4485,4485,4486,Phobias,2021,18+,51/100,0,1,0,0,0,556515
4488,4488,4489,Pandas: The Journey Home,2018,all,51/100,0,1,0,0,0,341030
4489,4489,4490,The Brink,2019,18+,51/100,0,1,0,0,0,156623
4490,4490,4491,Stars Fell on Alabama,2021,13+,51/100,0,1,0,0,0,767979
4491,4491,4492,Nostalgia,2018,18+,51/100,0,1,0,0,0,345372
4494,4494,4495,Red Dog,2019,18+,51/100,0,1,1,0,0,66125
4495,4495,4496,The Time of Their Lives,2017,16+,51/100,0,1,0,0,0,33546
4497,4497,4498,Citizen Soldier,2016,18+,51/100,0,1,0,0,0,406231
4499,4499,4500,Grace Jones: Bloodlight and Bami,2017,7+,51/100,0,1,0,0,0,470831
4501,4501,4502,Soldiers of Fortune,2012,18+,50/100,0,1,0,0,0,112304
4502,4502,4503,Body at Brighton Rock,2019,18+,50/100,0,1,0,0,0,555295
4503,4503,4504,The Alchemist Cookbook,2016,18+,50/100,0,1,0,0,0,381063
4504,4504,4505,Blurt!,2018,all,50/100,0,1,0,0,0,467181
4506,4506,4507,Euphoria,2018,18+,50/100,0,1,1,0,0,208515
4510,4510,4511,A Christmas Movie Christmas,2019,all,50/100,0,1,0,0,0,642949
4511,4511,4512,Ghost Team,2016,13+,50/100,0,1,0,0,0,404073
4513,4513,4514,Mostly Ghostly: Have You Met My Ghoulfriend?,2014,7+,50/100,0,1,0,0,0,289239
4517,4517,4518,Attack of the 50 Foot Cheerleader,2012,18+,50/100,0,1,1,0,0,128564
4522,4522,4523,The Gospel According to André,2018,13+,50/100,0,1,0,0,0,491052
4524,4524,4525,Most Likely to Murder,2018,18+,50/100,0,1,0,0,0,503758
4525,4525,4526,Bayou Caviar,2018,18+,49/100,0,1,1,0,0,529981
4528,4528,4529,10.0 Earthquake,2014,7+,49/100,0,1,1,0,0,302666
4542,4542,4543,Shangri-La Suite,2016,16+,49/100,0,1,0,0,0,322548
4546,4546,4547,Christmas on Holly Lane,2018,7+,48/100,0,1,0,0,0,565274
4548,4548,4549,Slay the Dragon,2019,13+,48/100,0,1,0,0,0,598492
4549,4549,4550,After Darkness,2019,18+,48/100,0,1,0,0,0,263393
4552,4552,4553,Supervized,2019,18+,48/100,0,1,0,0,0,605048
4554,4554,4555,The Turkey Bowl,2019,16+,48/100,0,1,0,0,0,532893
4556,4556,4557,Dirt Music,2019,13+,48/100,0,1,0,0,0,540414
4557,4557,4558,Olympic Dreams Featuring Jonas Brothers,2021,7+,48/100,0,1,0,0,0,853922
4558,4558,4559,Another Time,2018,18+,48/100,0,1,0,0,0,337426
4566,4566,4567,Hurley,2019,7+,47/100,0,1,0,0,0,527883
4567,4567,4568,Alpha and Omega: The Legend of the Saw Tooth Cave,2014,7+,47/100,0,1,0,0,0,294512
4574,4574,4575,Christmas Perfection,2018,7+,47/100,0,1,0,0,0,550652
4585,4585,4586,Mostly Ghostly 3: One Night in Doom House,2016,7+,47/100,0,1,0,0,0,406052
4586,4586,4587,Telescope,2016,7+,47/100,0,1,0,0,0,402475
4591,4591,4592,The Legend of Baron To'a,2020,18+,46/100,0,1,0,0,0,673284
4595,4595,4596,Baby Steps,2015,18+,46/100,0,1,0,0,0,342787
4597,4597,4598,General Commander,2019,18+,46/100,0,1,0,0,0,585311
4598,4598,4599,The Warrior Queen of Jhansi,2019,18+,46/100,0,1,1,0,0,530183
4600,4600,4601,Autonomy,2019,7+,46/100,0,1,0,0,0,576686
4609,4609,4610,Cunningham,2019,7+,45/100,0,1,0,0,0,621754
4610,4610,4611,My Valentine,2020,13+,45/100,0,1,0,0,0,670466
4611,4611,4612,Wetlands,2017,18+,45/100,0,1,0,0,0,474170
4621,4621,4622,Who Let the Dogs Out,2019,13+,44/100,0,1,0,0,0,576719
4622,4622,4623,Get Squirrely,2015,all,44/100,0,1,0,0,0,387892
4625,4625,4626,North Korea: Inside The Mind of a Dictator,2021,13+,44/100,0,1,0,0,0,788544
4626,4626,4627,The Swing of Things,2020,18+,44/100,0,1,0,0,0,716706
4628,4628,4629,A Haunting on Potter Street: The Potter Street Station,2012,7+,44/100,0,1,0,0,0,154239
4634,4634,4635,Safer at Home,2021,18+,44/100,0,1,0,0,0,792657
4635,4635,4636,Breakup at a Wedding,2013,13+,44/100,0,1,0,0,0,201772
4638,4638,4639,Danger Close,2017,16+,44/100,0,1,0,0,0,446348
4639,4639,4640,"Soul on Ice: Past, Present and Future",2017,16+,43/100,0,1,0,0,0,482892
4640,4640,4641,The Dark Side of The Sun,2017,7+,43/100,0,1,0,0,0,26642
4642,4642,4643,D.L. Hughley: Reset,2012,18+,43/100,0,1,1,0,0,134688
4645,4645,4646,12 Pups of Christmas,2019,7+,43/100,0,1,1,0,0,657325
4648,4648,4649,Paws P.I.,2018,7+,43/100,0,1,0,0,0,525208
4660,4660,4661,Deep in Vogue,2019,18+,42/100,0,1,0,0,0,584835
4663,4663,4664,Bernie the Dolphin 2,2019,all,42/100,0,1,0,0,0,656216
4667,4667,4668,Women & Sometimes Men,2017,16+,41/100,0,1,0,0,0,528390
4671,4671,4672,Curious George: Royal Monkey,2019,all,41/100,0,1,0,0,0,627093
4682,4682,4683,This One's for the Ladies,2018,18+,39/100,0,1,0,0,0,502134
4685,4685,4686,The Assault,2017,18+,38/100,0,1,0,0,0,149552
4687,4687,4688,Life Without Basketball,2018,7+,38/100,0,1,0,0,0,598539
4690,4690,4691,Treehouse,2014,18+,38/100,0,1,0,0,0,286372
4691,4691,4692,24 Hour Love,2013,18+,37/100,0,1,0,0,0,179050
4693,4693,4694,Gary Owen: I Agree With Myself,2015,18+,35/100,0,1,0,0,0,319971
4697,4697,4698,Man-Eating Python,2017,16+,31/100,0,1,0,0,0,498103
4707,4707,4708,Honey Boy,2019,18+,89/100,0,0,1,0,0,512263
4708,4708,4709,The Report,2019,18+,89/100,0,0,1,0,0,524348
4710,4710,4711,Borat Subsequent Moviefilm,2020,18+,88/100,0,0,1,0,0,740985
4713,4713,4714,Beautiful Boy,2018,18+,87/100,0,0,1,0,0,59437
4714,4714,4715,One Night in Miami...,2021,18+,86/100,0,0,1,0,0,661914
4716,4716,4717,Knives Out,2019,13+,85/100,0,0,1,0,0,481638
4718,4718,4719,Brittany Runs a Marathon,2019,18+,85/100,0,0,1,0,0,529862
4721,4721,4722,One Child Nation,2019,18+,84/100,0,0,1,0,0,566368
4723,4723,4724,Late Night,2019,18+,84/100,0,0,1,0,0,523172
4730,4730,4731,Blow the Man Down,2019,18+,82/100,0,0,1,0,0,586451
4737,4737,4738,The Tomorrow War,2021,13+,81/100,0,0,1,0,0,588228
4738,4738,4739,Manchester by the Sea,2016,18+,81/100,0,0,1,0,0,334541
4744,4744,4745,Midsommar,2019,18+,80/100,0,0,1,0,0,530385
4745,4745,4746,Sound of Metal,2020,18+,80/100,0,0,1,0,0,502033
4746,4746,4747,The Lighthouse,2019,18+,80/100,0,0,1,0,0,297289
4754,4754,4755,The Big Sick,2017,18+,79/100,0,0,1,0,0,416477
4761,4761,4762,Sylvie's Love,2020,13+,78/100,0,0,1,0,0,584288
4768,4768,4769,"Love, Rosie",2014,18+,77/100,0,0,1,0,0,200727
4772,4772,4773,Only Lovers Left Alive,2013,18+,77/100,0,0,1,0,0,152603
4776,4776,4777,Inside Llewyn Davis,2013,18+,77/100,0,0,1,0,0,86829
4778,4778,4779,My Spy,2020,13+,76/100,0,0,1,0,0,281109
4788,4788,4789,The Farewell,2019,7+,76/100,0,0,1,0,0,565310
4792,4792,4793,7500,2019,18+,75/100,0,0,1,0,0,509585
4796,4796,4797,King Lear,2018,16+,75/100,0,0,1,0,0,38413
4799,4799,4800,102 Not Out,2018,7+,75/100,0,0,1,0,0,460713
4800,4800,4801,Trumbo,2015,18+,75/100,0,0,1,0,0,60230
4803,4803,4804,Climax,2018,18+,75/100,0,0,1,0,0,49599
4810,4810,4811,You Were Never Really Here,2017,18+,74/100,0,0,1,0,0,398181
4817,4817,4818,Pantani: The Accidental Death of a Cyclist,2014,7+,74/100,0,0,1,0,0,258614
4818,4818,4819,The Lost City of Z,2017,13+,74/100,0,0,1,0,0,314095
4819,4819,4820,Photograph,2019,13+,74/100,0,0,1,0,0,596610
4820,4820,4821,All In: The Fight for Democracy,2020,13+,74/100,0,0,1,0,0,727705
4821,4821,4822,Jungle,2017,18+,74/100,0,0,1,0,0,166255
4822,4822,4823,Our Friend,2021,18+,74/100,0,0,1,0,0,583903
4823,4823,4824,Pride,2014,18+,74/100,0,0,1,0,0,16385
4824,4824,4825,Guns Akimbo,2020,18+,74/100,0,0,1,0,0,457335
4826,4826,4827,The Little Prince,2015,7+,74/100,0,0,1,0,0,37627
4827,4827,4828,Seeking a Friend for the End of the World,2012,18+,73/100,0,0,1,0,0,88005
4829,4829,4830,Paterson,2016,18+,73/100,0,0,1,0,0,370755
4830,4830,4831,Time,2020,13+,73/100,0,0,1,0,0,302292
4839,4839,4840,Suspiria,2018,18+,73/100,0,0,1,0,0,11906
4841,4841,4842,Get Duked!,2019,18+,73/100,0,0,1,0,0,580629
4842,4842,4843,Mr. Church,2016,13+,73/100,0,0,1,0,0,374461
4844,4844,4845,Rambo: Last Blood,2019,18+,73/100,0,0,1,0,0,522938
4847,4847,4848,What If,2013,13+,72/100,0,0,1,0,0,212716
4851,4851,4852,The Salesman,2016,13+,72/100,0,0,1,0,0,717875
4855,4855,4856,Cold War,2018,18+,72/100,0,0,1,0,0,66836
4858,4858,4859,Unhinged,2020,18+,72/100,0,0,1,0,0,54116
4862,4862,4863,Honest Thief,2020,13+,72/100,0,0,1,0,0,553604
4863,4863,4864,Pinocchio,2019,13+,72/100,0,0,1,1,0,10599
4864,4864,4865,The Vast of Night,2020,13+,72/100,0,0,1,0,0,565743
4881,4881,4882,The Dressmaker,2015,18+,72/100,0,0,1,0,0,123608
4887,4887,4888,The Aeronauts,2019,13+,71/100,0,0,1,0,0,514920
4893,4893,4894,Testament of Youth,2014,13+,71/100,0,0,1,0,0,284689
4897,4897,4898,Vivarium,2019,18+,71/100,0,0,1,0,0,458305
4898,4898,4899,Goon,2012,18+,71/100,0,0,1,0,0,74387
4902,4902,4903,The Informer,2019,18+,70/100,0,0,1,0,0,43896
4903,4903,4904,Hector and the Search for Happiness,2014,18+,70/100,0,0,1,0,0,254375
4913,4913,4914,Unsane,2018,18+,70/100,0,0,1,0,0,467660
4915,4915,4916,Tickled,2016,18+,70/100,0,0,1,0,0,373072
4917,4917,4918,The Neon Demon,2016,18+,70/100,0,0,1,0,0,301365
4918,4918,4919,The Last Black Man in San Francisco,2019,18+,70/100,0,0,1,0,0,522039
4920,4920,4921,Two Night Stand,2014,18+,70/100,0,0,1,0,0,286554
4921,4921,4922,Coming 2 America,2021,13+,70/100,0,0,1,0,0,484718
4923,4923,4924,Becoming Cary Grant,2017,7+,70/100,0,0,1,0,0,455968
4924,4924,4925,Hummingbird,2013,18+,70/100,0,0,1,0,0,136418
4930,4930,4931,Uncle Tom,2020,all,69/100,0,0,1,0,0,711340
4932,4932,4933,Europa Report,2013,13+,69/100,0,0,1,0,0,174772
4935,4935,4936,Irrational Man,2015,18+,69/100,0,0,1,0,0,282984
4936,4936,4937,Before I Go to Sleep,2014,18+,69/100,0,0,1,0,0,204922
4940,4940,4941,The Map of Tiny Perfect Things,2021,13+,69/100,0,0,1,0,0,672647
4947,4947,4948,Café Society,2016,13+,69/100,0,0,1,0,0,339397
4950,4950,4951,Danger Close: The Battle of Long Tan,2019,18+,69/100,0,0,1,0,0,508664
4953,4953,4954,Unlocked,2017,18+,69/100,0,0,1,0,0,291276
4955,4955,4956,Pawn Sacrifice,2015,13+,69/100,0,0,1,0,0,245698
4962,4962,4963,Uncle Frank,2020,18+,69/100,0,0,1,0,0,385072
4968,4968,4969,Tom Clancy's Without Remorse,2021,18+,69/100,0,0,1,0,0,567189
4969,4969,4970,A Rainy Day in New York,2019,13+,68/100,0,0,1,0,0,475303
4975,4975,4976,John Dies at the End,2012,18+,68/100,0,0,1,0,0,75761
4977,4977,4978,To Rome with Love,2012,18+,68/100,0,0,1,0,0,81836
4978,4978,4979,Iron Sky,2012,18+,68/100,0,0,1,0,0,10679
4980,4980,4981,Life in a Year,2020,13+,68/100,0,0,1,0,0,447362
4989,4989,4990,The Lady in the Van,2015,13+,68/100,0,0,1,0,0,328589
4990,4990,4991,Author: The JT LeRoy Story,2016,18+,68/100,0,0,1,0,0,373348
4991,4991,4992,Life Itself,2018,18+,68/100,0,0,1,0,0,250766
